nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0103827,Luiz Carlos Braga,\N,\N,actor,"tt0200612,tt0279403,tt0250601,tt0261284"
nm0103840,Regina Braga,1946,\N,actress,"tt0209841,tt26849593,tt3807222,tt9265520"
nm0104014,Chris Brailsford,\N,\N,actor,"tt1430509,tt0414055,tt0119164,tt1351685"
nm0104033,Richard Braine,1956,\N,"actor,soundtrack,miscellaneous","tt0337909,tt0317198,tt1374989,tt0091419"
nm0104037,David Brainard,1955,2017,"actor,director,editor","tt0265521,tt1600194,tt3505778,tt5270576"
nm0104046,Tom Brainard,1976,\N,"actor,producer,director","tt0311289,tt10324164,tt10978888,tt0354595"
nm0104081,Mary Braithwaite,1854,1930,actress,tt0218574
nm0104126,Jimmy Braker,\N,\N,actor,"tt0140497,tt0218506,tt0351825,tt0109815"
nm0104137,Panayotis Brakoulias,\N,\N,"music_department,composer,art_director",tt0204414
nm0104179,Vanni Bramati,1972,\N,"actor,director,writer","tt0213847,tt6681738,tt6681392,tt6264712"
nm0104180,Martin Brambach,1967,\N,actor,"tt0405094,tt3644574,tt0976051,tt0301357"
nm0104221,Claude Brami,\N,\N,"writer,actor","tt0278223,tt0383154,tt0167585,tt0268869"
nm0104247,Serge Bramly,\N,\N,"writer,director,actor","tt0217019,tt1623305,tt0226097,tt1323558"
nm0104292,Dave Bramwell,\N,\N,actor,tt0225085
nm0104319,Michele Branca,\N,\N,"actor,production_manager","tt0076518,tt0077361,tt0066038,tt0063419"
nm0104354,Heather Branch,\N,\N,actress,"tt11116536,tt0201297,tt0261640,tt0462238"
nm0104378,William B. Branch,1927,2019,"writer,producer","tt0202001,tt0307509,tt2344835"
nm0104406,Ivo Branco,\N,\N,"director,writer,producer","tt0485434,tt0369382,tt14781394,tt0218025"
nm0104648,Ekkehard Brandhoff,1957,\N,"actor,writer","tt0108979,tt0103487,tt0498891,tt0205696"
nm0104716,Carlos Brando,\N,\N,actor,tt0220305
nm0104823,Christa Brands,\N,\N,actress,tt0207528
nm0105001,Spike Brandt,1961,\N,"producer,director,miscellaneous","tt0376390,tt3554046,tt0117705,tt1660055"
nm0105027,David Brandvik,\N,\N,"assistant_director,producer,miscellaneous","tt0228414,tt0194321,tt3190238,tt1019442"
nm0105058,Carminha Brandão,1921,2011,actress,"tt0209697,tt0209554,tt0209540,tt0208626"
nm0105067,Mário Lúcio Brandão,\N,\N,"producer,director,writer","tt0197954,tt0239016,tt13198028,tt0274022"
nm0105084,Cassie Branham,\N,\N,actress,"tt0212056,tt0134269,tt0130416,tt0058796"
nm0105203,Stephen Branscombe,\N,\N,"editorial_department,editor","tt0138966,tt1740064,tt0219677,tt0166458"
nm0105215,Walt Bransford,\N,\N,writer,tt0210309
nm0105337,Nicolas Brasard,\N,\N,"composer,sound_department","tt0340956,tt0217761,tt0217726"
nm0105417,Varis Brasla,1939,\N,"director,assistant_director","tt0307256,tt0439862,tt2395357,tt0220869"
nm0105453,Pierre Brassard,1966,\N,actor,"tt0444950,tt0447595,tt0940900,tt8563992"
nm0105529,Radoslav Bratic,\N,\N,writer,tt0204525
nm0105537,Michael Bratkowski,\N,\N,"camera_department,cinematographer,production_designer","tt0247254,tt0132218,tt11152392,tt0236304"
nm0105545,A.J. Brato,\N,\N,"writer,producer",tt0217571
nm0105581,Steven Bratter,\N,\N,"producer,director,writer","tt0106697,tt0099849,tt0872253,tt0104922"
nm0105605,Michelle Brattson,\N,\N,"miscellaneous,production_manager,producer","tt1618434,tt1408101,tt7653254,tt0816692"
nm0105606,Victoria Brattström,1972,\N,actress,"tt0439393,tt1227555,tt2187138,tt0120019"
nm0105608,Ola Brattås,\N,\N,"cinematographer,actor,writer","tt0160489,tt0160076,tt0205391"
nm0105680,Alexis Durand-Brault,\N,\N,"director,cinematographer,producer","tt6541904,tt14512648,tt26625674,tt9573292"
nm0105747,Eric Braun,\N,\N,actor,tt0194716
nm0105752,Bolivia Samsonite,1975,\N,actress,"tt0413145,tt0251423,tt0306064,tt0355484"
nm0105760,Frantisek Braun,\N,\N,"miscellaneous,animation_department,art_department","tt0225145,tt0239325,tt0240034,tt0067259"
nm0105781,Herr Braun,\N,\N,actor,tt0223613
nm0105793,Joseph Braun,\N,\N,"cinematographer,camera_department","tt0227494,tt0218580,tt0213649,tt0175457"
nm0105849,Siegfried W. Braun,\N,\N,"producer,writer,director","tt0112202,tt0439983,tt0085005,tt0439921"
nm0105938,Stéphanie Dupont,\N,\N,"actress,camera_department","tt0195119,tt0284277,tt0347330,tt1642194"
nm0105997,Aalto Braveboy,1967,\N,actor,"tt0493298,tt0203504"
nm0106116,Ricardo Bravo,\N,\N,"actor,director,writer","tt0431942,tt0228685,tt20720824,tt3227340"
nm0106132,Emanuelle Bravos,\N,\N,actress,"tt0347341,tt0211986"
nm0106171,Anthony Braxton,1945,\N,composer,"tt0088150,tt0196474,tt0396686,tt8847712"
nm0106172,Brenda Braxton,1956,\N,actress,"tt5853176,tt1190689,tt0086687,tt1825133"
nm0106269,Pierre Brayard,\N,\N,"production_designer,art_director,art_department","tt0215750,tt10256646,tt0806910,tt0260414"
nm0106329,Dan Brazelton,1969,\N,"editorial_department,editor,production_manager","tt0110714,tt0275258,tt1424765,tt0249892"
nm0106349,Max Brazier,\N,\N,actor,"tt0166458,tt0115258,tt0108727,tt0115288"
nm0106365,Renata Brazil,\N,\N,,tt0215802
nm0106438,Julian Bream,1933,2020,"music_department,writer,soundtrack","tt0077745,tt0052170,tt0050246,tt0112883"
nm0106462,Lenny Breau,1941,1984,,"tt0055682,tt0170980,tt0224276,tt0294955"
nm0106496,Gogo Brebou,1974,\N,actress,"tt0417210,tt8842088,tt0264288,tt6193302"
nm0106509,Max Brecher,\N,\N,"director,producer","tt0218228,tt0220549,tt0209871"
nm0106557,Michael Brecker,1949,2007,"soundtrack,music_department,actor","tt0091635,tt0085859,tt0072562"
nm0106632,Sophie Bredier,\N,\N,"director,writer,actress","tt3067878,tt3569688,tt0199873,tt4952142"
nm0106633,Asta Bredigand,\N,\N,actress,"tt0218320,tt0049190"
nm0106714,Abz Love,1979,\N,"soundtrack,actor,composer","tt9319818,tt0120686,tt13573050,tt4635922"
nm0106863,Christine Brehan,1970,\N,"producer,production_manager","tt0414925,tt0213823"
nm0106877,Lauren Brehm,\N,\N,,tt0215802
nm0106905,Gale Breidi,\N,\N,cinematographer,tt0209973
nm0107060,Silvia Brembilla,\N,\N,writer,tt0206351
nm0107164,Wolfgang Brendel,1947,\N,actor,"tt0241075,tt0350369,tt2148500,tt0252440"
nm0107170,Thomas Brendl,\N,\N,actor,"tt0199144,tt0067718"
nm0107172,Charles Brendler,\N,\N,,tt0216325
nm0107215,Laurence Brenguier,\N,\N,"production_designer,art_director,set_decorator","tt0200638,tt0397508,tt1654829,tt3451360"
nm0107254,Barbara Brennan,\N,\N,actress,"tt4197642,tt0212698,tt7768192,tt0312549"
nm0107272,David Brennan,\N,\N,"actor,miscellaneous","tt0277891,tt1802530,tt0318550,tt0128247"
nm0107302,Ian Brennan,1978,\N,"writer,producer,actor","tt4145384,tt13207736,tt2490326,tt1327801"
nm0107495,Matthias Brenner,1957,\N,actor,"tt4123432,tt2172139,tt1700257,tt0405094"
nm0107501,Muriel Brenner,\N,\N,"actress,director,writer","tt0814775,tt0098238,tt0196247,tt0202077"
nm0107511,Selma Brenner,1966,\N,"producer,writer,director","tt0388520,tt0821060,tt0163038,tt0285987"
nm0107598,Randy Brent,\N,\N,actor,tt0206534
nm0107632,Eugène Bréon,\N,\N,actor,"tt8250314,tt3358872,tt0208022,tt0012470"
nm0107641,John Brereton,\N,\N,cinematographer,"tt0094574,tt0205090"
nm0107689,Nikolai Breshko-Breshkovsky,1874,1943,writer,"tt0291260,tt0218142"
nm0107768,Rory Bresnihan,\N,\N,"director,writer,animation_department","tt0219725,tt1312115,tt1173939,tt1173491"
nm0107920,Thomas Bretschneider,\N,\N,"producer,production_manager","tt0234805,tt2052932,tt1555868,tt2327933"
nm0107921,Jason Brett Hodgdon,\N,\N,actor,"tt2653664,tt0219179,tt3859292,tt0203274"
nm0107926,Anna Brett,\N,\N,actress,"tt0066701,tt0066672,tt0068502,tt0201400"
nm0108006,Christoph Friedrich Bretzner,1748,1807,"writer,soundtrack","tt14318380,tt1099956,tt0159876,tt0255390"
nm0108029,Karl Breuer,\N,\N,editor,"tt0201070,tt13848702,tt0162978"
nm0108030,Kurt Breuer,\N,\N,writer,"tt0130367,tt0221992"
nm0108037,Peter Breuer,\N,\N,actor,"tt0927691,tt0214405,tt3076274,tt4681578"
nm0108139,David Brewer,\N,\N,"producer,director,writer","tt0255012,tt0274679,tt0208678,tt0259543"
nm0108375,Miodrag Brezo,1947,2021,actor,"tt0180394,tt0075591,tt0180220,tt0071764"
nm0108412,J. Brian,1942,1985,"director,editor,producer","tt0257136,tt0251203,tt0256311,tt0218245"
nm0108416,Keith Brian,\N,\N,editor,"tt7764386,tt0199078"
nm0108455,Carlo Briani,1955,\N,actor,"tt1646196,tt0228685,tt0204085,tt0260209"
nm0108479,Thomas Briat,1962,\N,"director,assistant_director,writer","tt0167644,tt0209008,tt15089128,tt0367688"
nm0108564,Paul Bricke,\N,\N,cinematographer,tt0214470
nm0108596,Jack Brickhouse,1916,1998,"actor,writer,editor","tt14565254,tt20763966,tt0042511,tt0078606"
nm0108631,Libert Bricourt,\N,\N,actor,tt0220707
nm0108728,Dorothy Dean Bridges,1915,2009,actress,"tt0098283,tt0051311,tt0046593,tt0231588"
nm0108816,Jane Bridgwater,\N,\N,actress,tt0210013
nm0108870,Joel Briel,1960,\N,actor,"tt12908110,tt0979432,tt2413232,tt3717180"
nm0108882,Lindsay Brien,1976,\N,,"tt0285327,tt0256555,tt0103520,tt0176095"
nm0108889,Edwin Brienen,1971,\N,"director,actor,writer","tt0496432,tt1015992,tt0255637,tt1235408"
nm0108904,Bob Brier,1943,\N,"writer,miscellaneous","tt0094574,tt0273026,tt1020200,tt0297299"
nm0108911,Alex Briere,\N,\N,composer,tt0209485
nm0108913,Marc Briere,\N,\N,composer,tt0209485
nm0108964,Jeanne Briey,\N,\N,actress,"tt0489955,tt0454142,tt0208308,tt0012745"
nm0109043,Jeffery L. Briggs,\N,\N,"composer,miscellaneous,producer","tt0292917,tt0293052,tt0293043,tt0432471"
nm0109052,Julie Briggs,1972,\N,"art_director,production_designer,art_department","tt0260216,tt0112112,tt0278395,tt0471005"
nm0109277,Paolo Briguglia,1974,\N,"actor,director,writer","tt0284741,tt2421274,tt2166734,tt0329042"
nm0109280,Lilya Brik,1891,1978,"director,actress,writer","tt0456130,tt0220180,tt7304336"
nm0109372,Emilio Brillas,1920,1981,actor,"tt0221255,tt0279944,tt0276779,tt0058476"
nm0109458,José Brinco,\N,\N,"cinematographer,camera_department","tt0210502,tt0092961,tt0141115,tt1547343"
nm0109475,Rodolfo Brindisi,1932,2009,actor,"tt2270143,tt0189504,tt0277513,tt0175045"
nm0109477,Yona Bindle,\N,\N,"actress,editorial_department,script_department","tt0203626,tt0200181,tt0282059,tt0242912"
nm0109526,Jean-Marc Bringuier,\N,\N,"camera_department,cinematographer","tt0093058,tt0093769,tt0110796,tt0091203"
nm0109577,Micke Brinkenstierna,1968,\N,actor,"tt0220940,tt0369907,tt0220911"
nm0109599,Martin Brinkler,\N,\N,"editor,editorial_department,producer","tt1285009,tt3457508,tt7329656,tt2932536"
nm0109629,Dakota Brinkman,1989,\N,actor,"tt5421632,tt0294064,tt0974629,tt0187236"
nm0109682,Blair Brinson,\N,\N,actress,tt0207131
nm0109781,Gerald Brisco,1950,\N,"actor,producer,miscellaneous","tt1452633,tt0185103,tt0227972,tt0268860"
nm0109846,Mariana Briski,1965,2014,"actress,writer","tt0282323,tt1281304,tt0118877,tt0318765"
nm0109963,Susan Bristow,\N,\N,"producer,assistant_director,casting_director","tt2319911,tt4503636,tt4827260,tt0862904"
nm0109979,Nicolas Brites,\N,\N,"actor,assistant_director,art_department","tt0228766,tt12958216,tt13491806,tt0269191"
nm0110007,Jorge Brito,\N,\N,"actor,stunts","tt0088427,tt0094188,tt0194590,tt0089945"
nm0110020,Orlando Brito,\N,\N,actor,"tt0180973,tt0197530"
nm0110032,Ian Briton,\N,\N,"composer,music_department","tt5759068,tt1274645,tt8176370,tt0226720"
nm0110036,Valeria Britos,1976,\N,actress,"tt0220369,tt0227942,tt0437002,tt0191745"
nm0110058,JohnGoldenBritt,\N,\N,"camera_department,cinematographer,miscellaneous","tt0105480,tt5792656,tt1291566,tt1506999"
nm0110126,Bill Britten,1963,\N,"director,actor,writer","tt1890470,tt0264333,tt0206191,tt0169438"
nm0110180,Geoff Britton,\N,\N,,"tt0223840,tt0260880"
nm0110182,Ginger Britton,\N,\N,actress,tt0196965
nm0110256,Holly Brix,\N,\N,"writer,miscellaneous,producer","tt0181852,tt1405406,tt9169658,tt1234541"
nm0110273,Jacqueline Brizard,\N,\N,actress,"tt0199377,tt0177868,tt0230648,tt0169789"
nm0110286,Laureano Brizuela,\N,\N,"actor,soundtrack","tt2016462,tt0211785,tt10954098,tt1496707"
nm0110292,Fausto Brizzi,1968,\N,"writer,director,producer","tt0772187,tt1188988,tt1680099,tt0814380"
nm0110300,Stéphane Brizé,1966,\N,"director,writer,actor","tt5078134,tt0436445,tt4428814,tt7555774"
nm0110319,Dragica Brkovic,1928,2009,actress,"tt0179939,tt0181003,tt14895146"
nm0110329,Henning Toft Bro,\N,\N,actor,"tt0225915,tt0399932"
nm0110334,Nicolas Bro,1972,\N,"actor,assistant_director,cinematographer","tt2436046,tt0418455,tt0378215,tt11655202"
nm0110356,Ed Broadbent,\N,\N,,"tt0396347,tt8630296,tt0225647"
nm0110419,Chris Broadstock,\N,\N,"actor,writer","tt1119176,tt0108709,tt3956350,tt0329814"
nm0110445,David Broberg,\N,\N,"editorial_department,editor,actor","tt0988083,tt0120338,tt0113041,tt0134273"
nm0110474,Moris Brocchi,\N,\N,actor,tt0195029
nm0110493,Laurent Brochand,\N,\N,"producer,director,actor","tt1599975,tt0121635,tt0368375,tt0421974"
nm0110580,Glenn Brock,\N,\N,actor,"tt0219038,tt3247674"
nm0110617,Norris Brock,\N,\N,"cinematographer,camera_department,director","tt0250511,tt0077485,tt0472249,tt0057775"
nm0110698,Jane Brockman,\N,\N,composer,"tt0300418,tt0126179,tt0202838"
nm0110707,Robert Brockman,\N,\N,actor,"tt0196263,tt12494574,tt0068114,tt0375333"
nm0110845,Alain Broders,\N,\N,"writer,visual_effects","tt0450653,tt0195798"
nm0110863,Andrée Brodeur,\N,\N,"art_director,art_department,production_designer","tt5433424,tt0081334,tt0090148,tt0135727"
nm0110865,Delphine Brodeur,\N,\N,actress,"tt0322279,tt0148303,tt2552026,tt0204414"
nm0110976,Adriana Brodsky,\N,\N,actress,"tt0219447,tt0189073,tt0198712,tt0281475"
nm0110985,Jane Brodsky,\N,\N,"editor,editorial_department","tt0198512,tt0133498"
nm0111062,Richard Brody,\N,\N,"director,actor,writer","tt3384976,tt4815426,tt0108313,tt0219129"
nm0111097,Josh Broecker,1963,\N,"director,writer,actor","tt0399656,tt0806910,tt0481934,tt8613238"
nm0111101,Sander den Broeder,1972,\N,"sound_department,editor,composer","tt6235026,tt1213647,tt2513536,tt11007198"
nm0111108,Hendrik Broekaert,\N,\N,producer,"tt0222485,tt0221800"
nm0111202,William David Brohn,1933,2017,"music_department,composer,soundtrack","tt0118617,tt0029850,tt0165042,tt0095652"
nm0111220,Baiba Broka,1973,\N,"actress,writer","tt13812906,tt0211651,tt0829312,tt14326086"
nm0111303,Henry Bromell,1947,2013,"producer,writer,miscellaneous","tt1796960,tt0106028,tt0194218,tt0101124"
nm0111346,Ivor Bromley,1918,1970,actor,"tt0196257,tt0129685,tt0198246,tt0050904"
nm0111347,Joe Bromley,\N,\N,actress,"tt0219250,tt0120687"
nm0111379,Jean-Stéphane Bron,1969,\N,"director,writer,producer","tt0472542,tt0210582,tt0381395,tt3166562"
nm0111460,Chantal Bronner,\N,\N,actress,"tt6690176,tt0253460,tt0450188,tt0487537"
nm0111475,Vivian Bronner,\N,\N,"writer,costume_designer,costume_department","tt1315668,tt0100823,tt0240794,tt1479568"
nm0111478,Franz Bronow,\N,\N,writer,tt0228074
nm0111493,Albert Bronski,\N,\N,actor,"tt5250982,tt1625542,tt0294337,tt0224551"
nm0111520,Katrina Holden Bronson,1968,\N,"actress,director,writer","tt0311850,tt0339642,tt0076853,tt0092857"
nm0111547,Elizabeth Bronstein,\N,\N,"producer,editor,director","tt6317542,tt0299368,tt3281228,tt1373434"
nm0111595,Lindsay Broockman,\N,\N,actress,"tt0297470,tt0212873,tt0395095,tt0111401"
nm0111629,Isabel Brook,\N,\N,actress,"tt0263053,tt0364804,tt0223268,tt0276751"
nm0111639,Kelly Brook,1979,\N,"actress,producer","tt0464154,tt0367652,tt0279600,tt0317740"
nm0111646,Malcolm Brook,\N,\N,writer,tt0205453
nm0111673,Carol Brook-Marino,\N,\N,"director,writer,producer","tt22265868,tt0202829"
nm0111686,Anne Brooke,\N,\N,actress,"tt0297621,tt0421385,tt0205874,tt0298665"
nm0111873,Ben Brooks,\N,\N,"actor,writer","tt0318902,tt0201376,tt0182648,tt0320849"
nm0111875,Beverley Brooks,1929,1992,actress,"tt0048315,tt0197465,tt0049665,tt0048346"
nm0111975,Eric Brooks,\N,\N,"actor,manager","tt2215285,tt0066080,tt1484914,tt2017109"
nm0112000,Glynis Brooks,\N,\N,"actress,producer","tt0426664,tt0380389,tt0332136,tt0202722"
nm0112119,Lola Brooks,1933,\N,actress,"tt0054353,tt1784706,tt0053137,tt0082201"
nm0112217,Renee Brooks,\N,\N,actress,tt0176357
nm0112294,Ursula Brooks,1974,\N,"actress,writer,producer","tt0219640,tt0808151,tt1296352,tt1971534"
nm0112343,Maria Broom,\N,\N,actress,"tt0306414,tt6238528,tt0106028,tt3520022"
nm0112504,Michael Bross,\N,\N,"composer,actor,sound_department","tt0462459,tt0253369,tt5519662,tt0117483"
nm0112507,Trent Bross,\N,\N,actor,"tt0094484,tt0202347,tt0120241,tt0167202"
nm0112512,Georges Brossard,1940,2019,"actor,miscellaneous","tt0313300,tt0148002,tt0217940,tt0261697"
nm0112565,Amanda Brotchie,\N,\N,"producer,director,writer","tt7211618,tt6038954,tt5706996,tt7320300"
nm0112643,Alan Brough,\N,\N,"actor,script_department,writer","tt0312409,tt0106006,tt5226698,tt0165024"
nm0112647,Brian Brough,1975,\N,"producer,director,assistant_director","tt7231572,tt15214902,tt9702698,tt11192714"
nm0112716,Mary Brouillard,\N,\N,"actress,writer,music_department","tt0220849,tt0220841,tt0220600,tt0220481"
nm0112789,Claude Brousse,\N,\N,actor,"tt0273015,tt0233338,tt1726409,tt0364871"
nm0112812,Abe Brouwer,\N,\N,writer,tt0211386
nm0112842,Joris Brouwers,\N,\N,"editor,editorial_department","tt3815412,tt0139787,tt0426037,tt4179452"
nm0112934,Reed Brown Jr.,1897,1962,"actor,soundtrack","tt0194949,tt0026003,tt0246857,tt0042074"
nm0113033,Angelique Brown,\N,\N,actress,tt0195751
nm0113039,Anne Brown,1912,2009,"actress,soundtrack","tt0038026,tt0292700,tt0423623,tt0159876"
nm0113066,B.J. Brown,\N,\N,"actor,producer,assistant_director","tt1095440,tt0119521,tt0942889"
nm0113090,Benjamin Brown,1968,\N,"actor,producer","tt0130018,tt0119528,tt0205671,tt0460690"
nm0113149,Boyce Brown,\N,\N,actor,tt0211259
nm0113196,Carl Brown,\N,\N,"director,writer,camera_department","tt3291294,tt0202878,tt0203831,tt4209956"
nm0113201,Carmem Brown,\N,\N,actress,"tt0187619,tt0197071,tt0335316,tt0182061"
nm0113223,Charisse Brown,\N,\N,actress,"tt0221910,tt1931521,tt0098844,tt0106028"
nm0113231,Charles F. Brown,\N,\N,composer,"tt0221916,tt0415809"
nm0113293,Dobie Gray,1940,2011,"soundtrack,actor,composer","tt0335563,tt0072351,tt0445990,tt0112641"
nm0113362,David Brown,\N,\N,"producer,production_manager,assistant_director","tt1371111,tt0454824,tt0120915,tt0445922"
nm0113373,David Brown,\N,\N,"cinematographer,production_designer,director","tt0314596,tt0333502,tt0299539,tt0312502"
nm0113423,Don Brown,1968,\N,"cinematographer,camera_department","tt0125419,tt0905990,tt0182779,tt0114169"
nm0113478,Dylan Brown,\N,\N,actor,"tt0120188,tt1020558,tt0088512,tt0342258"
nm0113528,Eric Brown,\N,\N,writer,tt0217072
nm0113534,Ernest Nyle Brown,\N,\N,"writer,actor","tt0108927,tt0120300,tt0159177,tt0220095"
nm0113544,Eugenie Brown,\N,\N,writer,"tt0216199,tt0421236"
nm0113547,Evans Brown,\N,\N,"cinematographer,camera_department,art_department","tt0261983,tt0360009,tt0436331,tt0986263"
nm0113574,Frank Brown,\N,\N,"writer,producer","tt0226352,tt7161200"
nm0113576,Fred Brown,\N,\N,writer,tt0203139
nm0113593,Garrett Brown,1942,\N,"camera_department,soundtrack,visual_effects","tt0356618,tt0080360,tt0075148,tt0086190"
nm0113608,Gene Brown,\N,\N,,tt0218023
nm0113653,Gordie Brown,1963,\N,"actor,music_department","tt0138968,tt0112047,tt0207933,tt0401003"
nm0113738,J. Brown,1976,\N,"soundtrack,actor,composer","tt4635922,tt0120686,tt9319818"
nm0113739,J. Adam Brown,1983,\N,"actor,director,writer","tt7879300,tt2316411,tt0318236,tt3230854"
nm0113742,J. Edwin Brown,1856,1933,actor,"tt0004974,tt0011349,tt0005408,tt0133825"
nm0113915,Joshua Brown,\N,\N,"editor,producer,editorial_department","tt1313047,tt0377245,tt1597079,tt0499420"
nm0113918,Jovana Brown,\N,\N,actress,"tt0218032,tt0199729,tt0251121"
nm0114002,Ken Brown,\N,\N,"actor,soundtrack,writer","tt0226958,tt0092069,tt0927589,tt0328832"
nm0114173,Marcia Brown,\N,\N,actress,"tt0243432,tt0119556,tt0211201,tt2768198"
nm0114208,Mark Alton Brown,1955,\N,"producer,writer,actor","tt10945036,tt8129006,tt0247102,tt0175404"
nm0114226,Matt Brown,\N,\N,"writer,director,producer","tt0218561,tt1724597,tt10757920,tt0787524"
nm0114276,Michael Brown,\N,\N,actor,"tt10473150,tt9892388,tt5320160,tt11004134"
nm0114325,ND Brown,\N,\N,"producer,actress,writer","tt7146326,tt16026956,tt3384180,tt10108544"
nm0114371,Orlando Brown,1987,\N,"actor,music_department,soundtrack","tt0110443,tt0195489,tt0300865,tt0328538"
nm0114414,Peggy Brown,1930,\N,"actress,soundtrack","tt0054713,tt0056685,tt0054789,tt0055417"
nm0114451,Quentin Brown,\N,\N,"director,producer","tt0225103,tt0225106,tt0226864,tt0225104"
nm0114452,Quentin Brown,\N,\N,"director,producer","tt0225910,tt13276496,tt0225911,tt0225230"
nm0114477,Ray Brown,1926,2002,"music_department,soundtrack,composer","tt0379217,tt0113501,tt0094747,tt0364955"
nm0114496,Rex Brown,1964,\N,"actor,soundtrack,composer","tt1488606,tt0124102,tt5164196,tt1596363"
nm0114534,Robert Brown,1929,\N,"editor,editorial_department","tt0116409,tt0099582,tt0109446,tt0266465"
nm0114615,Russell Vann Brown,\N,\N,actor,tt0221637
nm0114653,Shanan Brown,\N,\N,production_designer,"tt0940755,tt0427680,tt0210924,tt0462026"
nm0114751,T. Graham Brown,1954,\N,"actor,composer,soundtrack","tt0095288,tt0102632,tt8451954,tt7018422"
nm0114810,Tom E. Brown,1967,\N,"producer,director,actor","tt0208102,tt4572984,tt0210634,tt4456776"
nm0114967,Bill Browne,\N,\N,"camera_department,cinematographer","tt0164295,tt0196298,tt0199257"
nm0114977,Christene Browne,1965,\N,"director,producer,writer","tt5515980,tt0211201,tt0243347,tt1291403"
nm0114990,Dik Browne,1917,1989,writer,"tt0348892,tt13437404,tt1225289,tt0209034"
nm0115143,Alistair Browning,1954,2019,actor,"tt0287645,tt0167260,tt0220906,tt0190865"
nm0115161,Emily Browning,1988,\N,"actress,soundtrack","tt0978764,tt1588398,tt0339291,tt1921064"
nm0115164,Gary Browning,\N,\N,actor,"tt0814228,tt0203726,tt0227113"
nm0115187,Lashan Browning,1970,\N,"producer,miscellaneous,director","tt0104797,tt0117665,tt0124595,tt0114885"
nm0115200,Philippe Browning,\N,\N,"writer,miscellaneous,assistant_director","tt0098844,tt0099173,tt0415311,tt0202586"
nm0115284,Doreen Brownstone,1922,2022,actress,"tt0386955,tt0953915,tt2347497,tt9530250"
nm0115294,Bobbe Brox,1902,1999,"actress,soundtrack,costume_designer","tt0370586,tt1051843,tt7948808,tt0042249"
nm0115297,Jeanette Brox,1981,\N,actress,"tt0387691,tt0247082,tt0410997,tt0813715"
nm0115298,Kathlyn Brox,1904,1988,"actress,soundtrack","tt1051843,tt7948808,tt0370586,tt0021025"
nm0115299,Lorayne Brox,1901,1993,"actress,soundtrack","tt0370586,tt7948808,tt1051843,tt0021025"
nm0115306,Erika Broyer,1942,2020,"actress,soundtrack","tt0230689,tt0199506,tt0200230,tt0177698"
nm0115413,Andi Bruce,\N,\N,actress,"tt0096060,tt0220432,tt27219383,tt4464764"
nm0115473,Errol Bruce,\N,\N,"writer,director",tt0219443
nm0115525,Kathryn Bruce,\N,\N,"actress,assistant_director",tt0221371
nm0115530,Kristy Bruce,1984,\N,"actress,writer","tt0805417,tt2434564,tt4584882,tt4886726"
nm0115569,Robert Bruce,1918,1967,actor,"tt0054518,tt0047278,tt0222651,tt0058415"
nm0115584,Shelley Bruce,1965,\N,actress,"tt0082118,tt0372185,tt1487105,tt0820001"
nm0115604,Hilda Bruce-Potter,1886,1975,actress,"tt0230819,tt0204079"
nm0115609,Klaus Bruch,\N,\N,actor,"tt3097856,tt0211939,tt0240533,tt0261177"
nm0115646,Karen Bruck,\N,\N,"set_decorator,art_department,production_designer","tt0090863,tt1405406,tt0356721,tt0107286"
nm0115768,Johan Bruggeman,\N,\N,"production_designer,set_decorator",tt0222257
nm0115770,Micheline Bruggeman,\N,\N,"writer,script_department","tt0067592,tt0071846,tt0220389,tt2586086"
nm0115839,Benja Bruijning,1983,\N,"actor,writer","tt3800028,tt1772452,tt4283994,tt2226285"
nm0115854,Caroline Bruins,\N,\N,actress,tt0222355
nm0115859,Aly Bruinsma,\N,\N,actress,"tt0211386,tt3327988"
nm0115882,Tone Brulin,1926,2019,"director,writer,actor","tt1086893,tt0300581,tt0254008,tt1086830"
nm0115985,Arno-Charles Brun,\N,\N,"writer,director,actor","tt0215946,tt4762434,tt14579790,tt0206210"
nm0116005,Martine Brun,\N,\N,"script_department,editor,editorial_department","tt0091461,tt0290915,tt0261172,tt0229234"
nm0116057,Dirk Brundelius,\N,\N,"sound_department,set_decorator,editor","tt0110024,tt0203491,tt0275967,tt0347685"
nm0116086,Jean-Pierre Bruneau,\N,\N,"director,cinematographer,editor","tt0467552,tt0152010,tt0226092"
nm0116118,Doris Brunelle,\N,\N,"actress,production_manager",tt0199051
nm0116131,Jorge Brunelli,\N,\N,producer,"tt0298159,tt0215840,tt0216691"
nm0116140,Bob Bruner,\N,\N,actor,"tt0159876,tt0123209,tt0144213"
nm0116181,Jacques Brunet,\N,\N,"writer,director,producer","tt0253575,tt0269779,tt0258922,tt0253572"
nm0116190,Jean-Pierre Brunet,\N,\N,"director,actor,writer","tt0222882,tt0171013,tt0269072"
nm0116193,Laurent Brunet,\N,\N,"cinematographer,camera_department","tt1048171,tt10679766,tt3582040,tt2173588"
nm0116207,Philippe Brunet,\N,\N,"writer,director,miscellaneous","tt0159654,tt0143775,tt7456100,tt0197834"
nm0116242,Mark Brunetz,\N,\N,"producer,miscellaneous,actor","tt0381740,tt0119313,tt0113957,tt0114924"
nm0116361,Caroline Brunner,\N,\N,actress,"tt0344604,tt0220967,tt0337961,tt2368635"
